ZYMC,SZD,SFSYL,SF985,SF211,JHRS_3,JHRS_2,JHRS_1,SJRS_3,SJRS_2,SJRS_1,XX_Med_3,XX_Med_2,XX_Med_1,ZY_Max_3,ZY_Max_2,ZY_Max_1,ZY_Min_3,ZY_Min_2,ZY_Min_1,CS,NX,YJ
计算机类,重庆,0,0,0,182,201,220,182,201,220,34462,33970.5,33479,18566,18055.5,17545,30568,34190,37812,0.538086913086913,0.602047952047952,0.784715284715285
化工与制药类,重庆,0,0,0,235,156.5,78,235,156.5,78,34462,33970.5,33479,19595,18265,16935,40584,37031.5,33479,0.503355155482815,0.366639388979815,0.801718494271686
动物医学,海南,1,0,1,6,3,4.5,6,3,4.5,16653,16396,16524.5,16653,23612,20132.5,19242,24455,21848.5,0.416666666666667,0.5,0.666666666666667
园林,海南,1,0,1,2,1.5,1,2,1.5,1,16653,15736.5,14820,17929,16220,14511,18254,16382.5,14511,0.25,1,1
风景园林,海南,1,0,1,6,4,5,6,4,5,16653,16396,16524.5,14783,18497,16640,19242,21201,20221.5,0.75,0.208333333333333,1
海洋科学,海南,1,0,1,3,3,3,3,3,3,16653,16396,16524.5,16369,16396,16382.5,18566,18111,18338.5,0.666666666666667,0.333333333333333,1
物流管理,海南,1,0,1,1,4,2.5,1,4,2.5,16653,16396,16524.5,15821,12594,14207.5,15821,35057,25439,0.875,0.375,1
预防医学,重庆,0,0,0,14,47,80,14,47,80,5690,5985,6280,8107,4429,751,8480,6008.5,3537,0.698214285714285,0.619642857142857,0.95
临床药学,重庆,0,0,0,9,14.5,20,10,15,20,5690,5985,6280,4357,2517.5,678,8480,5561.5,2643,0.65,0.5,0.85
临床医学,重庆,0,0,0,277,155,33,277,155,33,5690,5985,6280,3633,3025,2417,8107,6354,4601,0.731867410567771,0.452576304561864,0.916256427086752
儿科学,重庆,0,0,0,67,36,5,67,36,5,5690,5985,6280,4227,6046,7865,7925,8337.5,8750,0.535820895522388,0.508955223880597,0.925373134328358
医学检验技术,重庆,0,0,0,18,41.5,65,19,42,65,5690,5985,6280,7255,5007,2759,8480,8086.5,7693,0.654251012145749,0.352226720647773,0.92753036437247
车辆工程,重庆,0,0,0,137,52,94.5,137,52,94.5,34462,34067,34264.5,21994,30252,26123,34877,36051,35464,0.557551937113981,0.918093767546322,0.775126333520494
工业工程,重庆,0,0,0,77,52,64.5,77,52,64.5,34462,34067,34264.5,28911,17077,22994,40584,34067,37325.5,0.473651348651349,0.770604395604396,0.780969030969031
经济统计学,重庆,0,0,0,51,52,15,51,52,15,32777,29327,27267,23478,21594,17874,34462,32603,22015,0.600779286073404,0.40475113122172,0.784389140271493
环境工程,四川,1,0,0,5,5,5,5,5,5,20292,21594,20943,19242,17077,18159.5,22380,22780,22580,0.8,0.6,1
农林经济管理,海南,1,0,1,2,2.5,3,2,2.5,3,16653,15736.5,14820,16369,15751,15133,16653,16492.5,16332,0.583333333333333,0.583333333333333,1
日语,重庆,1,0,1,3,14,25,3,14,25,9887,9664,9441,7595,7730,7865,8875,9913,10951,0.446666666666667,0.386666666666666,0.98
国际商务,重庆,0,0,0,16,46,24,16,46,24,32777,29327,27267,23478,25285,14820,33183,33072,28030,0.500603864734299,0.290458937198068,0.808574879227053
工商管理,重庆,0,0,0,24,22,21,26,22,23,32777,29327,27267,21263,17077,22367,27327,25285,27656,0.440812810378028,0.451302320867538,0.816306881524273
人力资源管理,重庆,0,0,0,9,58,31,12,58,31,32777,29327,27267,25742,25285,22367,29730,34558,30919,0.568625633419849,0.419478432826597,0.783185020393029
会展经济与管理,重庆,0,0,0,6,44,25,6,44,25,32777,29327,31052,26519,23187,24853,31471,34067,32769,0.511363636363636,0.215909090909091,0.753787878787879
公共管理类,重庆,0,0,0,42,37,22,42,37,22,32777,29327,27267,27727,17424,19847,35851,26156,26903,0.572286572286572,0.296809796809797,0.831578331578332
经济学,重庆,0,0,0,30,30,20,30,30,20,32777,29327,27267,18907,12020,23874,26910,24845,26903,0.588888888888889,0.211111111111111,0.827777777777778
财政学类,重庆,0,0,0,42,90,96,42,90,96,32777,29327,27267,15821,18111,14222,28494,30698,28030,0.664186507936508,0.216898148148148,0.870502645502646
地质学,四川,1,0,0,5,4,4.5,5,4,4.5,20292,21594,20943,21263,20803,21033,22380,23187,22783.5,0.45,0.525,0.875
机械类,四川,1,0,0,15,12,13.5,15,12,13.5,20292,21594,20943,19242,16396,17819,21263,22780,22021.5,0.566666666666667,0.916666666666667,0.825
海洋油气工程,四川,1,0,0,3,3,3,3,3,3,20292,21594,20943,17929,18497,18213,18566,20803,19684.5,0.833333333333333,0.833333333333333,1
地理信息科学,四川,1,0,0,5,6,5.5,5,6,5.5,20292,21594,20943,21994,23187,22590.5,22380,24455,23417.5,0.55,0.916666666666667,1
工商管理类,重庆,1,0,1,40,60,4,41,61,4,9887,10312,9441,5116,7146,8091,10313,10046,8980,0.569572171131548,0.421598027455684,0.907370385179262
经济学类,重庆,1,0,1,27,15,3,28,15.5,3,9887,9664,9441,6922,6511,6100,9069,7957.5,6846,0.839285714285715,0.363095238095238,0.928571428571428
数学类,重庆,1,0,1,38,16,27,38,17,27.5,9887,10312,10099.5,3981,9267,6624,7595,12316,9955.5,0.652476780185758,0.393188854489165,0.914860681114551
工商管理类,重庆,0,0,0,99,65,82,99,65,82,32777,29327,31052,13394,20803,17098.5,25364,34558,29961,0.628515928515929,0.421678321678322,0.757653457653457
材料科学与工程,四川,1,0,0,6,5.5,5,6,5.5,5,20292,20584.5,20877,20292,18005.5,15719,22734,21805.5,20877,0.65,0.816666666666667,0.65
石油工程,四川,1,0,0,10,7.5,5,10,7.5,5,20292,20584.5,20877,8289,9365.5,10442,16975,16499,16023,0.55,0.6,0.8
信息与计算科学,四川,1,0,0,6,5.5,5,6,5.5,5,20292,20584.5,20877,18254,19387.5,20521,20292,21699.5,23107,0.466666666666666,0.916666666666667,0.733333333333334
计算机类,四川,1,0,0,13,10,5,13,10,5,20292,21594,20877,15305,17786,14511,18254,19665,19177,0.579487179487179,0.78974358974359,0.9
土木工程,四川,1,0,0,5,5,5,5,5,5,20292,20584.5,20877,20292,19922,19552,21263,22185,23107,0.5,0.7,0.7
资源勘查工程,四川,1,0,0,5,5,5,5,5,5,20292,21594,20877,16653,19665,18216,19242,23187,22015,0.6,0.8,0.8
能源动力类,重庆,1,1,1,66,68,67,66,68,67,5536,5153,5344.5,4606,2952,3779,7076,8532,7804,0.76849376114082,0.591131907308378,0.90307486631016
俄语,重庆,1,0,1,2,21,40,2,21,40,9887,9664,9441,6922,7307.5,7693,8875,10182.5,11490,0.6375,0.125,0.9875
英语,重庆,1,0,1,4,8.5,13,4,8.5,13,9887,9664,9441,5995,6735,7475,6323,7651.5,8980,0.432692307692307,0.471153846153846,0.875
计算机类,重庆,0,0,0,179,2,16,179,2,16,32777,29327,27267,23105,20803,14820,35851,24020,22367,0.394902234636872,0.286312849162011,0.889781191806331
工程管理,重庆,0,0,0,66,105,19,66,105,21,32777,29327,27267,27327,10046,22015,38627,23187,25342,0.603896103896104,0.37027417027417,0.785281385281385
新闻传播学类,重庆,0,0,0,75,23,17,75,23,17,32777,29327,27267,17929,22405,24243,34877,28863,28408,0.637703893151464,0.152350099460074,0.782926967888605
商务英语,重庆,0,0,0,22,34,251,22,34,256,32777,29327,27267,25742,24455,15133,29337,35057,37812,0.600706049465241,0.29623440285205,0.828013591800357
工业设计,四川,1,0,0,5,5,5,5,5,5,20292,21594,20943,18907,21201,20054,20932,23612,22272,0.8,0.4,1
油气储运工程,四川,1,0,0,5,5,5,5,5,5,20292,21594,20943,14506,12911,13708.5,16975,18895,17935,0.9,0.8,0.9
自动化类,四川,1,0,0,6,5.5,5,6,5.5,5,20292,20584.5,20877,16975,18748,20521,19945,21156,22367,0.45,0.916666666666667,0.7
工程管理,四川,1,0,0,3,4,5,3,4,5,20292,20584.5,20877,22380,21450.5,20521,22380,22197.5,22015,0.633333333333334,0.8,0.633333333333334
勘查技术与工程,四川,1,0,0,5,5,5,5,5,5,20292,20584.5,20877,17640,19632,21624,20932,22019.5,23107,0.5,0.9,0.9
会计学,四川,1,0,0,3,4,5,3,4,5,20292,21594,20877,17640,21594,16935,18907,24020,20877,0.633333333333333,0.5,0.822222222222222
化学,四川,1,0,0,5,3,4,5,3,4,20292,21594,20943,18907,16739,17823,22380,20423,21401.5,0.633333333333334,0.466666666666666,0.666666666666667
化学类,重庆,1,1,1,63,49,104,63,49,114,5536,5153,5037,3743,3085,5037,7595,5920,6846,0.705533675458487,0.498408720213231,0.932609301030354
电子信息类,重庆,1,1,1,225,10,117.5,230,10,120,5536,5153,5344.5,3288,5509,4398.5,5690,6499,6094.5,0.765217391304348,0.482608695652174,0.943478260869565
材料类,重庆,1,1,1,107,70,33,108,73,38,5536,5286.5,5037,5995,4623.5,3252,7595,6228.5,4862,0.720272904483431,0.494883040935672,0.904970760233918
环境工程,重庆,0,0,0,48,46,47,48,46,47,32777,29327,31052,22380,19275,20827.5,38190,33577,35883.5,0.63768115942029,0.370923913043478,0.861865942028985
金融学类,重庆,0,0,0,123,220,171.5,123,225,174,32777,29327,31052,16975,24455,20715,30568,37520,34044,0.582601626016261,0.404932249322493,0.785745257452575
电子信息工程,重庆,0,0,0,53,27,1,53,27,1,32777,30022,27267,28911,26577,24243,36341,30292,24243,0.235849056603774,0.358490566037736,0.915094339622641
应用化学,四川,1,0,0,6,6,6,6,6,6,20292,21594,20943,16100,20060,18080,21263,23187,22225,0.666666666666667,0.416666666666667,0.916666666666667
安全工程,四川,1,0,0,5,5,2,5,5,2,20292,21594,20877,18907,20423,22015,22380,22780,22367,0.933333333333333,0.5,0.933333333333333
化学工程与工艺,四川,1,0,0,9,7,5,9,7,5,20292,20584.5,20877,15557,18406.5,21256,22734,22738.5,22743,0.577777777777778,0.888888888888889,0.833333333333333
机器人工程,重庆,1,1,1,5,221,113,5,224,114.5,5536,5153,5344.5,3016,3337,3176.5,4490,5700,5095,0.750446428571429,0.786160714285715,0.855357142857143
土木类,重庆,1,1,1,129,6,67.5,129,6,67.5,5536,5153,5344.5,2810,2952,2881,6323,4788,5555.5,0.784883720930233,0.854651162790698,0.858527131782945
城乡规划,重庆,1,1,1,14,31,22.5,14,34,24,5536,5153,5344.5,3183,1223,2203,4357,2952,3654.5,0.775210084033614,0.466386554621849,0.899159663865546
风景园林,重庆,1,1,1,10,118,64,10,121,65.5,5536,5153,5344.5,4227,976,2601.5,4984,4429,4706.5,0.896694214876033,0.517768595041322,0.96694214876033
农业经济管理类,重庆,1,0,1,9,9,9,9,9,9,9887,10312,10099.5,9672,9267,9469.5,11682,14760,13221,0.666666666666667,0.333333333333333,0.777777777777778
食品质量与安全,重庆,0,0,0,15,28,89,15,28,89,24262,23612,19177,23105,22007,16935,26132,30252,30090,0.4848582129481,0.228651685393258,0.864080613518816
地质学类,四川,1,0,0,2,2,2,2,2,2,13967,15060,12662,14271,12020,11747,14506,13210,11981,0.333333333333333,0.833333333333333,0.833333333333333
测绘工程,四川,1,0,0,4,4,4,4,4,4,13967,15060,12662,14506,14111,12521,15054,19665,13368,0.583333333333333,0.833333333333333,0.916666666666667
资源勘查工程,四川,1,0,0,2,2,2,2,2,2,13967,15060,12662,14271,19665,12803,15054,20803,13368,0.666666666666667,1,0.833333333333333
石油工程,四川,1,0,0,3,3,2,3,3,2,13967,15060,12662,15054,15386,12803,15054,16053,13368,0.777777777777778,1,1
土木工程,四川,1,0,0,4,3,4,4,3,4,13967,15060,12662,12429,16053,10199,13967,16739,11981,0.444444444444444,0.75,0.722222222222222
文物与博物馆学,重庆,0,0,0,14,13,13.5,14,13,13.5,24262,23612,23937,21623,22007,21815,26519,30698,28608.5,0.406593406593407,0.184065934065934,0.777472527472528
日语,重庆,0,0,0,10,12,11,10,12,11,24262,23612,23937,18254,20803,19528.5,24638,26156,25397,0.45,0.141666666666667,0.908333333333333
翻译,重庆,0,0,0,10,12,11,10,12,11,24262,23612,23937,12429,17077,14753,22380,23187,22783.5,0.375,0.175,0.95
金融数学,重庆,0,0,0,23,22,22.5,23,22,22.5,24262,23612,23937,12429,20803,16616,22380,26156,24268,0.266798418972332,0.423913043478261,0.822134387351779
生物技术,重庆,0,0,0,16,29,22.5,16,29,22.5,24262,23612,23937,12194,15708,13951,22380,24845,23612.5,0.359913793103449,0.308189655172414,0.917025862068966
金融工程,重庆,0,0,0,49,30,39.5,49,30,39.5,24262,23612,23937,10525,20423,15474,31471,31180,31325.5,0.48843537414966,0.268707482993197,0.845238095238095
应用心理学,重庆,0,0,0,28,14,21,28,14,21,24262,23612,23937,15054,11413,13233.5,24262,25708,24985,0.464285714285715,0.196428571428571,0.875
新闻学,重庆,0,0,0,5,12,8.5,5,12,8.5,24262,23612,23937,20613,18895,19754,23478,25708,24593,0.308333333333334,0.1,0.8
网络与新媒体,重庆,0,0,0,18,13,15.5,18,13,15.5,24262,23612,23937,17335,20803,19069,24638,26156,25397,0.497863247863248,0.226495726495726,0.801282051282051
经济学,重庆,0,0,0,51,44,47.5,51,44,47.5,24262,23612,23937,13967,18111,16039,26132,28400,27266,0.551916221033869,0.16934046345811,0.86319073083779
动物医学类,重庆,1,0,1,51,35.5,20,51,35.5,20,28110,25791.5,23473,14506,13513.5,12521,30139,27740.5,25342,0.812745098039215,0.216666666666667,0.906372549019608
物流管理,重庆,1,0,1,10,40,25,10,40,25,28110,23187,25648.5,16369,11693,14031,32358,24455,28406.5,0.5375,0.4625,0.9625
经济学类,广东,1,0,0,3,5,4,0,9,6,667,755,1009,788.5,712,865,943,804,1082,0.944444444444444,0.861111111111111,0.944444444444444
计算机类,广东,1,0,0,4,3,3,20,11,2,667,755,1009,311,349,1230,626,658,1299,0.922727272727273,0.889393939393939,0.786363636363636
数字媒体技术,重庆,0,0,0,28,34,29,28,34,29,17335,17077,17874,9263,10876,11747,15821,16053,17874,0.720370906983483,0.533879068868927,0.766758427508935
生物医学工程,重庆,0,0,0,55,55,59,55,50,59,17335,17077,17874,15557,13520,15423,21994,22007,22015,0.523626091422701,0.679106317411402,0.828762198253724
生物信息学,重庆,0,0,0,66,65,65,66,55,65,17335,17077,17874,15821,16396,15423,21994,21594,22015,0.627583527583528,0.813830613830614,0.819269619269619
机器人工程,重庆,0,0,0,60,40,40,70,43,40,40100,38002,36900,34462,26156,26903,40584,38506,37812,0.461572535991141,0.73203211517165,0.807613510520487
翻译,重庆,0,0,0,28,104,180,28,104,180,21623,22183,22743,9480,9343.5,9207,21623,23285,24947,0.659126984126984,0.114682539682539,0.888095238095238
水产类,重庆,1,0,1,20,16,12,20,16,12,28110,25791.5,23473,24999,23507,22015,38190,32145.5,26101,0.716666666666667,0.508333333333334,0.808333333333333
材料类,广东,1,0,0,4,4,3,1,2,11,667,755,1009,788,804,453,788,860,751,0.303030303030303,0.803030303030303,0.96969696969697
自动化类,广东,1,0,0,5,3,3,12,0,0,667,755,1009,445,445,445,745,745,745,0.666666666666667,0.833333333333333,1
机械类,广东,1,0,0,5,4,3,1,0,1,667,755,1009,788,1009,1230,788,1009,1230,1,1,0.5
电气类,广东,1,0,0,4,3,2,1,0,2,667,755,1009,788,935,1082,788,970.5,1153,1,0.25,1
建筑类,广东,1,0,0,4,3,2,2,1,3,667,755,1009,667,910,1082,788,910,1153,1,0.722222222222222,1
工商管理类,重庆,0,0,0,45,53,56,54,53,56,17335,17077,17874,12908,16053,16639,21263,20803,21624,0.501809423979235,0.482941499450933,0.833944793850454
医学信息工程,重庆,0,0,0,35,30,33,35,30,33,17335,17077,17874,16975,15386,15423,21994,21594,22015,0.565512265512265,0.620634920634921,0.815440115440115
应用物理学,重庆,0,0,0,22,24,25,29,24,25,17335,17077,17874,14506,16053,16023,21623,21201,21624,0.540363984674329,0.885689655172414,0.874195402298851
工程管理,重庆,0,0,0,41,41,40,31,42,40,17335,17077,17874,16369,15708,14511,21994,21594,22015,0.537083973374296,0.73973374295955,0.854928315412186
电子商务类,重庆,0,0,0,12,13,74,12,13,74,17335,17077,17874,15821,16053,13088,19945,19275,21256,0.453915453915454,0.496939246939247,0.922672672672673
邮政工程,重庆,0,0,0,36,37,37,36,37,37,17335,17077,17874,17640,19665,19177,20932,22007,22015,0.564314314314314,0.654904904904905,0.873373373373373
新闻传播学类,重庆,0,0,0,43,20,31.5,43,20,31.5,13967,14760,14363.5,11682,13210,12446,15054,15060,15057,0.537209302325582,0.208139534883721,0.781976744186047
公共事业管理,重庆,0,0,0,7,8,7.5,7,8,7.5,13967,14760,14363.5,13967,12020,12993.5,15305,14760,15032.5,0.803571428571428,0.446428571428572,0.857142857142857
知识产权,重庆,0,0,0,28,8,8,28,8,8,13967,14760,14820,9480,10046,12242,13394,13210,13624,0.678571428571429,0.261904761904762,0.81547619047619
哲学,重庆,0,0,0,5,5,5,5,5,5,13967,14760,14363.5,12646,14438,13542,13394,17077,15235.5,0.6,0.4,0.8
工商管理类,重庆,0,0,0,175,14,94.5,175,14,94.5,13967,14760,14363.5,5394,7561,6477.5,24638,13809,19223.5,0.621428571428571,0.291428571428571,0.798571428571428
临床医学,四川,0,0,0,15,15,15,15,15,15,11682,12911,14820,9887,10876,11981,13170,14111,16639,0.733333333333333,0.488888888888889,0.933333333333333
经济与贸易类,四川,1,0,1,9,18,2,9,18,2,7753,7561,7263,6922,4253,7263,8679,6722,7475,0.574074074074074,0.574074074074074,0.888888888888889
车辆工程,四川,1,0,1,8,5.5,3,8,5.5,3,7753,7508,7263,6156,6501,6846,7753,7723,7693,1,0.770833333333333,0.9375
生物工程,四川,1,0,1,10,2,8,10,2,8,7753,7561,7263,7595,8013,6476,8875,9267,7865,0.7,0.408333333333333,0.966666666666667
数学类,广东,1,0,0,5,2,3.5,3,0,1.5,667,755,711,626,626,626,883,883,883,0.666666666666667,0.666666666666667,1
法学类,重庆,0,0,0,41,79.5,118,24,71,118,17335,17604.5,17874,17640,15632,13624,21994,20773,19552,0.638771186440678,0.522598870056497,0.877824858757063
物流管理,重庆,0,0,0,67,149,108,67,150,108.5,27327,27067,27197,18566,18497,18531.5,31015,27067,29041,0.476268656716418,0.647213930348259,0.774726368159204
经济学,重庆,0,0,0,13,43,28,14,47,30.5,27327,27067,27197,22734,17786,20260,25742,22780,24261,0.49468085106383,0.585866261398176,0.879179331306991
地质工程,重庆,0,0,0,41,37,39,41,37,39,27327,27067,27197,25364,18111,21737.5,32358,32603,32480.5,0.564271588661833,0.714568226763349,0.818721160184575
电子信息类,重庆,0,0,0,119,66,92.5,122,66,94,27327,27067,27197,19242,14438,16840,26519,27501,27010,0.543219076005961,0.761798310978639,0.84923000496771
英语,重庆,0,0,0,17,8,12.5,17,8,12.5,13967,14760,14363.5,10525,16739,13632,15054,19275,17164.5,0.518382352941177,0.154411764705882,0.816176470588236
思想政治教育,重庆,0,0,0,11,20,213,11,20,216,13967,14760,14820,12646,13210,3143,17929,18497,13624,0.636139169472503,0.268995510662177,0.793350168350168
德语,重庆,0,0,0,5,4,4.5,5,4,4.5,13967,14760,14363.5,13967,14111,14039,15557,19275,17416,0.575,0.125,1
政治学与行政学,重庆,0,0,0,10,183,196,10,183,196,13967,14760,14820,13170,11693,10951,14271,20060,19177,0.748895951823352,0.387838742054199,0.868354336270027
行政管理,重庆,0,0,0,23,5,14,23,5,14,13967,14760,14363.5,11911,13809,12860,14271,16739,15505,0.504347826086956,0.273913043478261,0.81304347826087
建筑类,四川,1,0,1,5,3.5,2,5,3.5,2,7753,7508,7263,7428,7345.5,7263,7595,7535,7475,0.9,0.1,0.8
应用物理学,四川,1,0,1,10,6,2,10,6,2,7753,7508,7263,7925,6393.5,4862,8679,6858,5037,0.55,0.95,1
铁道工程,四川,1,0,1,8,8,8,8,8,8,7753,7561,7657,7428,6933,7180.5,8480,8771,8625.5,0.75,0.875,0.8125
电气类,广西,1,0,1,8,6,7,8,6,7,16234.5,14111,15172.75,12646,12020,12333,16369,12911,14640,0.666666666666667,0.791666666666667,0.854166666666667
物理学,广西,1,0,1,5,3,3,5,3,3,16234.5,14111,15133,14506,15386,14511,18907,15386,15719,0.644444444444444,0.866666666666667,0.711111111111111
电子科学与技术,广西,1,0,1,5,3,3,5,3,3,16234.5,14111,15133,13394,14111,13624,14783,14438,15133,0.711111111111111,0.644444444444444,0.933333333333333
机械类,广西,1,0,1,5,5,5,5,5,5,16234.5,14111,15133,16653,12594,13918,17929,14760,15719,0.666666666666667,1,1
工商管理类,广西,1,0,1,5,5.5,6,5,5.5,6,16234.5,15683.75,15133,13967,12586.5,11206,23849,19334.5,14820,0.55,0.65,0.916666666666667
土木工程,广西,1,0,1,8,6,6,8,6,6,16234.5,14111,15133,13676,11693,13918,21623,13809,15719,0.694444444444445,0.888888888888889,0.791666666666667
环境科学与工程,重庆,0,0,0,24,22,23,24,22,23,27327,27067,27197,22734,22780,22757,29730,28400,29065,0.590909090909091,0.496212121212121,0.823863636363636
外国语言文学类,重庆,0,0,0,31,10,20.5,31,10,20.5,27327,27067,27197,24638,24020,24329,29337,30698,30017.5,0.624193548387097,0.212903225806451,0.851612903225807
工程力学,重庆,0,0,0,29,29,29,29,29,29,27327,27067,27197,23849,17424,20636.5,30139,31180,30659.5,0.620689655172413,0.982758620689655,0.862068965517241
土木类,重庆,0,0,0,354,365,359.5,358,371,364.5,27327,27067,27197,12646,8267,10456.5,27327,26607,26967,0.613045671520426,0.932543028806337,0.794613681880468
安全工程,重庆,0,0,0,29,27,28,29,27,28,27327,27067,27197,25364,27067,26215.5,31471,31660,31565.5,0.590676883780332,0.573435504469987,0.71264367816092
人工智能,重庆,0,0,0,27,110,68.5,29,114,71.5,27327,27067,27197,17929,13809,15869,25364,29327,27345.5,0.600423472474289,0.672565033272837,0.852087114337568
法学,重庆,0,0,0,2,24,46,2,24,46,13967,14393.5,14820,3016,7909.5,12803,4606,11240,17874,0.576086956521739,0.380434782608696,0.945652173913043
工商管理类,四川,1,0,1,13,10,11.5,13,10,11.5,7753,7561,7657,7595,8532,8063.5,8679,9267,8973,0.619230769230769,0.596153846153846,1
人工智能,四川,1,0,1,1,4,2.5,1,4,2.5,7753,7561,7657,6456,6308,6382,6456,8267,7361.5,0.875,1,1
电子信息类,四川,1,0,1,1,4,5,1,4,5,7753,7561,7263,5995,8013,5230,5995,8771,6661,0.766666666666667,0.716666666666667,0.916666666666667
安全工程,四川,1,0,1,1,10,7,1,10,7,7753,7561,7263,8480,7561,5916,8480,9530,7050,0.357142857142857,0.538095238095238,0.966666666666667
计算机类,四川,1,0,1,1,10,4,1,10,4,7753,7561,7263,6156,4616,6280,6156,6933,6846,0.816666666666667,0.85,0.933333333333333
计算机类,广西,1,0,1,5,4,4.5,5,4,4.5,16234.5,14111,15172.75,10740,12020,11380,12429,12911,12670,0.55,0.9,0.75
电子信息类,广西,1,0,1,5,4,4.5,5,4,4.5,16234.5,14111,15172.75,10740,13520,12130,14271,14111,14191,0.35,0.9,1
轻工类,广西,1,0,1,5,5,5,5,5,5,16234.5,14111,15172.75,15557,12911,14234,28110,15708,21909,0.5,0.8,0.7
药学,广西,1,0,1,5,4,4.5,5,4,4.5,16234.5,14111,15172.75,13170,12594,12882,21623,20423,21023,0.575,0.35,0.75
飞行器制造工程,重庆,0,0,0,52,144,98,52,145,98.5,27327,27067,27197,24999,13520,19259.5,32777,25285,29031,0.477055702917772,0.836339522546419,0.810212201591512
飞行器动力工程,重庆,0,0,0,30,45,37.5,30,45,37.5,27327,27067,27197,26519,23187,24853,32777,32603,32690,0.583333333333333,0.8,0.838888888888889
汽车服务工程,重庆,0,0,0,51,116,83.5,51,117,84,27327,27067,27197,26910,24455,25682.5,32777,33072,32924.5,0.591000502765209,0.549019607843138,0.785319255907491
智能科学与技术,重庆,0,0,0,52,145.5,239,52,145.5,239,34462,33970.5,33479,20292,18005.5,15719,31471,34185.5,36900,0.547433215320245,0.698422915996137,0.803427743804313
能源与动力工程,重庆,0,0,0,48,48,48,48,48,48,34462,33970.5,33479,22734,22920.5,23107,35851,34448.5,33046,0.416666666666667,0.78125,0.802083333333333
应用心理学,四川,1,0,1,2,6,3,2,6,3,7753,7561,7263,7595,8013,6846,8679,9267,7050,0.777777777777778,0.611111111111111,0.833333333333333
交通运输类,四川,1,0,1,8,6,7,8,6,7,7753,7561,7657,4984,7146,6065,6762,9034,7898,0.854166666666667,0.625,0.770833333333333
土木工程,四川,1,0,1,15,9,3,15,9,3,7753,7508,7263,7076,6407,5738,7925,7102.5,6280,0.933333333333334,0.4,0.866666666666666
制药工程,四川,1,0,1,5,3.5,2,5,3.5,2,7753,7508,7263,8480,7478,6476,8679,7971,7263,0.8,0.75,0.9
旅游管理类,海南,1,0,1,6,3,5,6,3,5,16653,16396,14820,14783,13210,12521,17929,14760,16332,0.477777777777778,0.355555555555555,0.722222222222222
法学,海南,1,0,1,1,2,2,1,2,2,16653,16396,14820,13676,10573,14511,13676,12594,14820,1,0.5,0.833333333333333
金融学,海南,1,0,1,2,2,2,2,2,2,16653,16396,14820,10525,13520,12803,11449,15060,14820,0.833333333333333,0.166666666666667,0.833333333333333
国际经济与贸易,海南,1,0,1,2,2,2,2,2,2,16653,15736.5,14820,12429,13470,14511,13676,14549.5,15423,0.5,0.25,0.75
应用化学,海南,1,0,1,3,4,3,3,4,3,16653,16396,14820,15557,13520,13088,16100,15386,16332,0.777777777777778,0.305555555555555,1
应用物理学,海南,1,0,1,2,3,2.5,2,3,2.5,16653,16396,16524.5,15557,15708,15632.5,16100,16396,16248,0.416666666666667,0.666666666666667,1
机械类,重庆,0,0,0,253,227,240,253,227,240,27327,27067,27197,21994,17786,19890,32777,32131,32454,0.460526544897355,0.939745085406836,0.768017272901395
交通管理,重庆,0,0,0,26,52,65,26,53,65,27327,27067,26903,20613,27067,22367,26519,33072,29233,0.495452346395743,0.721286889211418,0.749250120948234
计算机类,重庆,0,0,0,112,123,134,112,123,134,27327,27115,26903,16975,18263.5,19552,24638,26334,28030,0.625199893390192,0.806236673773987,0.825692963752666
工商管理类,重庆,0,0,0,44,197,194,44,197,194,27327,27067,26903,21623,17786,17874,28110,28863,28408,0.565327380244435,0.551528155065755,0.76656446193052
机械类,重庆,0,0,0,279,291,303,279,291,303,34462,33970.5,33479,17335,20039,22743,38190,37124,36058,0.483143475637887,0.909986159906313,0.818694772703077
测控技术与仪器,重庆,0,0,0,48,49,50,48,49,50,34462,33970.5,33479,23849,25752.5,27656,38627,37763.5,36900,0.570416666666667,0.686666666666667,0.72375
国际经济与贸易,重庆,0,0,0,20,49.5,79,20,49.5,79,34462,33970.5,33479,27327,24102,20877,34877,36812.5,38748,0.578797468354431,0.498101265822785,0.892405063291139
自动化,重庆,0,0,0,77,57.5,38,77,57.5,38,34462,33970.5,33479,24999,24621,24243,36341,35135,33929,0.496753246753247,0.521189336978811,0.830485304169515
材料类,重庆,0,0,0,248,196.5,145,248,196.5,145,34462,33970.5,33479,17929,19060,20191,40584,37256.5,33929,0.518701334816463,0.473248053392659,0.764655172413793
测绘类,四川,1,0,1,8,7,6,8,7,6,7753,7508,7263,8107,7476.5,6846,8679,8272,7865,0.9375,0.333333333333333,1
工程力学,四川,1,0,1,9,9.5,10,9,9.5,10,7753,7508,7263,7925,7594,7263,8679,8385,8091,0.733333333333334,0.85,0.95
能源动力类,四川,1,0,1,3,3,2,3,3,2,7753,7561,7263,7595,9034,7050,8679,9267,7050,0.722222222222222,1,1
法学,四川,1,0,1,1,11,6,1,11,6,7753,7561,7657,8480,7791,8135.5,8480,9267,8873.5,0.454545454545454,0.818181818181818,0.954545454545454
生物科学,海南,1,0,1,2,2,2,2,2,2,16653,16396,16524.5,15054,12594,13824,15821,15708,15764.5,1,0.25,0.75
